code|text_fr|text_de|text_it|version|inclusions_de|inclusions_fr|inclusions_it|exclusions_de|exclusions_fr|exclusions_it|descriptions_de|descriptions_fr|descriptions_it|most_relevant_drgs
00.4B.41|ITPC sur vaisseau artificiel du membre supérieur ou de l'épaule|PTKI an künstlich angelegten Gefässen der oberen Extremität oder Schulter|PCI di vasi artificiali delle estremità superiori o spalla|CHOP 2015||||{Dialyseshunts (00.4B.42)}|{Shunts de dialyse (00.4B.42)}|{Shunt per dialisi (00.4B.42)}||||{}
00.4B.42|ITPC sur shunts de dialyse veineux ou artificiel|PTKI an venösen oder Kunststoff- Dialyse-Shunts|PCI di shunt per dialisi venose o di materiale plastico|CHOP 2015||||||||||{}
00.4B.43|ITPC sur vaisseau artificiel thoracique|PTKI an thorakalen künstlich angelegten Gefässen|PCI di vasi artificiali toracici|CHOP 2015||||||||||{}
00.4B.44|ITPC sur vaisseau artificiel abdominal|PTKI an abdominalen künstlich angelegten Gefässen|PCI di vasi artificiali addominali|CHOP 2015||||||||||{}
00.4B.45|ITPC sur vaisseau artificiel de cuisse et poplité|PTKI an künstlich angelegten Gefässen am Oberschenkel und popliteal|PCI di vasi artificiali della coscia e del ginocchio|CHOP 2015||||||||||{}
00.4B.46|ITPC sur vaisseau artificiel de mollet|PTKI an künstlich angelegten Gefässen am Unterschenkel|PCI di vasi artificiali della gamba|CHOP 2015||||||||||{}
00.4B.49|ITPC sur vaisseau artificiel d'autre site|PTKI an künstlich angelegten Gefässen an anderer Lokalisation|PCI di vasi artificiali di altra sede|CHOP 2015||||||||||{}
00.4C|Nombre de ballonnets utilisés libérant des substances médicamenteuses, SAP|Anzahl verwendeter medikamentenfreisetzender Ballons, n.n.bez.|Numero di palloncini a rilascio di sostanza medicamentosa, NAS|CHOP 2015||||||||||{}
00.4C.0|Détail de la sous-catégorie 00.4C|Detail der Subkategorie 00.4C|Dettaglio della sottocategoria 00.4C|CHOP 2015||||||||||{}
00.4C.1|Utilisation de ballonnets libérant des substances médicamenteuses, nombre|Einsetzen medikamentenfreisetzender Ballons, Anzahl|Inserzione di palloncini a rilascio di sostanza medicamentosa, numero|CHOP 2015||||||||||{}
00.4C.10|Utilisation de ballonnets libérant des substances médicamenteuses, nombre, SAP|Einsetzen medikamentenfreisetzender Ballons, Anzahl, n.n. bez.|Inserzione di palloncini a rilascio di sostanza medicamentosa, numero, NAS|CHOP 2015||||||||||{}
00.4C.11|Utilisation de 1 ballonnet libérant des substances médicamenteuses|Einsetzen von 1 medikamentenfreisetzendem Ballon|Inserzione di 1 palloncino a rilascio di sostanza medicamentosa|CHOP 2015||||||||||{}
00.4C.12|Utilisation de 2 ballonnets libérant des substances médicamenteuses|Einsetzen von 2 medikamentenfreisetzenden Ballons|Inserzione di 2 palloncini a rilascio di sostanza medicamentosa|CHOP 2015||||||||||{}
00.4C.13|Utilisation de 3 ballonnets libérant des substances médicamenteuses|Einsetzen von 3 medikamentenfreisetzenden Ballons|Inserzione di 3 palloncini a rilascio di sostanza medicamentosa|CHOP 2015||||||||||{}
00.4C.14|Utilisation de ballonnets libérant des substances médicamenteuses, 4 ballonnets et plus|Einsetzen von 4 und mehr  medikamentenfreisetzenden Ballons|Inserzione di 4 e più palloncini a rilascio di sostanza medicamentosa|CHOP 2015||||||||||{}
00.4C.19|Utilisation de ballonnets libérant des substances médicamenteuses, nombre, autre|Einsetzen medikamentenfreisetzender Ballons, Anzahl, sonstige|Inserzione di palloncini a rilascio di sostanza medicamentosa, numero, altro|CHOP 2015||||||||||{}
00.4D|Système assisté de mise en place de stent et de ballonnet|Assistierende Stent- und Ballonsysteme|Sistemi di assistenza con stent o palloncino|CHOP 2015||||||||||{}
00.5|Autres procédures cardiovasculaires|Sonstige kardiovaskuläre Massnahmen|Altre procedure cardiovascolari|CHOP 2015||||||||||{}
00.55|Insertion de stent(s) de vaisseau(x) périphérique(s) à libération de substance médicamenteuse|Einsetzen von peripheren Gefässstent(s) mit Medikamenten-Freisetzung|Inserzione di stent(s) di vasi periferici con liberazione di sostanza medicamentosa|CHOP 2015||||{Einsetzen von Herzkranzgefäss-Stent(s) mit Medikamenten-Freisetzung (36.07),Einsetzen von Herzkranzgefäss-Stent(s) ohne Medikamenten-Freisetzung (36.06),Einsetzen von Stent(s) ohne Medikamenten-Freisetzung: periphere Gefässe (39.90),Einsetzen von zerebrovaskulären Stent(s) (00.63-00.65),Jede endovaskuläre Korrektur eines Aneurysmas (39.71-39.79),Medikamentös beschichtete periphere Stents, z. Bsp. Heparinbeschichtet (39.90)}|{Insertion de stent(s) coronaire(s) à libération de substance médicamenteuse (36.07),Insertion de stent(s) sans libération de substance médicamenteuse: Artère coronaire (36.06),Insertion de stent(s) sans libération de substance médicamenteuse: Vaisseaux périphériques (39.90),Insertion de stent(s) cérébrovasculaire(s) (00.63-00.65),Pour réparation d'anévrisme (39.71-39.79),Stents périphériques imprégnés de substance médicamenteuse, par ex. imprégnés d'héparine (39.90)}|{Inserzione di stent(s) con liberazione di sostanze medicamentose (36.07),Inserzione di stent(s) coronarico senza liberazione di sostanze medicamentose (36.06),Inserzione di stent(s) senza liberazione di sostanze medicamentose: vasi periferici (39.90),Inserzione di stent(s) cerebrovascolari (00.63-00.65),Per riparazione di aneurisma (39.71-39.79),Stents periferici impregnati di sostanza medicamentosa, es.: impregnati di eparina (39.90)}|{Endograft(s),Endovaskuläre Prothese,Stent Grafts}|{Endoprothèse(s),Prothèse(s) endovasculaire(s),Stent graft(s)}|{Endoprotesi,Protesi endovascolare (i),Stent graft(s)}|{}
00.55.0|Détail de la sous-catégorie 00.55|Detail der Subkategorie 00.55|Dettaglio della sottocategoria 00.55|CHOP 2015||||||||||{}
00.55.00|Insertion de stent(s) dans vaisseau(x) périphérique(s) à libération de substance médicamenteuse, SAP|Einsetzen von peripheren Gefässstent(s) mit Medikamenten-Freisetzung, n.n.bez.|Inserzione di stent(s) di vasi periferici con liberazione di sostanza medicamentosa, NAS|CHOP 2015||||||||||{}
00.55.11|Insertion de stent(s) dans vaisseau(x) périphérique(s) à libération de substance médicamenteuse, stent(s) à élution médicamenteuse extra-long(s) (>10 cm)|Einsetzen von peripheren Gefässstent(s) mit Medikamenten-Freisetzung, drug eluting überlange Stents (>10 cm)|Inserzione di stent(s) di vasi periferici con liberazione di sostanza medicamentosa, stent drug eluting extralunghi (>10 cm)|CHOP 2015||||||||||{}
00.55.99|Insertion de stent(s) dans vaisseau(x) périphérique(s) à libération de substance médicamenteuse, autre|Einsetzen von peripheren Gefässstent(s) mit Medikamenten-Freisetzung, sonstige|Inserzione di stent(s) di vasi periferici con liberazione di sostanza medicamentosa, altro|CHOP 2015||||||||||{}
00.6|Interventions sur les vaisseaux sanguins|Massnahmen an Blutgefässen|Procedure sui vasi sanguigni|CHOP 2015||||||||||{}
00.63|Insertion percutanée de stent(s) d'artère carotide|Perkutanes Einsetzen von Stent(s) an A. carotis|Inserzione percutanea di stent(s) dell'arteria carotide|CHOP 2015||||{Angioplastik oder Atherektomie an sonstigen Nicht-Herzkranzgefäss(en) (39.50),Einsetzen von peripherem(n) Stent(s) mit Medikamenten-Freisetzung (00.55)}|{Angioplastie ou athérectomie d'autre(s) vaisseau(x) non-coronaire(s) (39.50),Insertion de stent(s) de vaisseau(x) périphérique(s) à libération de substance médicamenteuse (00.55)}|{Angioplastica o aterectomia di altro(i) vaso(i) non coronarico(i) (39.50),Inserzione di stent(s) vascolare(i) periferico(i) con liberazione di sostanza medicamentosa (00.55)}|{Schliesst das Verwenden von jeder Embolieschutzvorrichtung, distaler Schutzvorrichtung, Filter oder Stent mit Freisetzungssystem ein,Stent ohne Medikamenten-Freisetzung}|{Comprend l'utilisation de tout dispositif de protection d'embolie, dispositif distal de protection, filtre ou stent à système de libération,Stent sans libération de substance médicamenteuse}|{Comprende l'utilizzazione di ogni dispositivo di protezione di embolia, dispositivo distale di protezione, filtro o stent con sistema di liberazione,Stent senza liberazione di sostanza medicamentosa}|{}
00.64|Insertion percutanée de stent(s) dans d'autres artères précérébrales (extracrâniennes)|Perkutanes Einsetzen von Stent(s) an sonstigen präzerebralen (extrakraniellen) Arterien|Inserzione percutanea di stent(s) di altre arterie precerebrali (extracraniche)|CHOP 2015||||{Angioplastik oder Atherektomie an sonstigen Nicht-Herzkranzgefäss(en) (39.50),Einsetzen von peripherem(n) Stent(s) mit Medikamenten-Freisetzung (00.55)}|{Angioplastie ou athérectomie d'autre(s) vaisseau(x) non-coronaire(s) (39.50),Insertion de stent(s) de vaisseau(x) périphérique(s) à libération de substance médicamenteuse (00.55)}|{Angioplastica o aterectomia di altro(i) vaso(i) non coronarico(i) (39.50),Inserzione di stent(s) vascolare(i) periferico(i) con liberazione di sostanza medicamentosa (00.55)}|{Stent an basilären Gefässen,Stent an vertebralen Gefässen}|{Stent de vaisseau basilaire,Stent de vaisseau vertébral}|{Stent di vaso basilico,Stent di vaso vertebrale}|{}
00.65|Insertion percutanée d'autre(s) stent(s) vasculaire(s) intracrânien(s)|Perkutanes Einsetzen von sonstigem(n) intrakraniellen vaskulären Stent(s)|Inserzione percutanea di altro(i) stent(s) vascolare(i) intracranico(i)|CHOP 2015||||{Angioplastik oder Atherektomie an sonstigen Nicht-Herzkranzgefäss(en) (39.50),Einsetzen von peripherem(n) Stent(s) mit Medikamenten-Freisetzung (00.55)}|{Angioplastie ou athérectomie d'autre(s) vaisseau(x) non-coronaire(s) (39.50),Insertion de stent(s) de vaisseau(x) périphérique(s) à libération de substance médicamenteuse (00.55)}|{Angioplastica o aterectomia di altro(i) vaso(i) non coronarico(i) (39.50),Inserzione di stent(s) vascolare(i) periferico(i) con liberazione di sostanza medicamentosa (00.55)}||||{}
00.65.0|Détail de la sous-catégorie 00.65|Detail der Subkategorie 00.65|Dettaglio della sottocategoria 00.65|CHOP 2015||||||||||{}
00.65.00|Insertion percutanée d'autre(s) stent(s) vasculaire(s) intracrânien(s), SAP|Perkutanes Einsetzen von sonstigem(n) intrakraniellen vaskulären Stent(s), n.n.bez.|Inserzione percutanea di altro(i) stent vascolare(i) intracranico(i), NAS|CHOP 2015||||||||||{}
00.65.11|Insertion transluminale percutanée de micro-stent(s) vasculaires intracrâniens|Perkutanes transluminales Einsetzen von intrakraniellen vaskulären Mikrostent(s)|Inserzione percutanea transluminale di microstent(s) vascolari intracranici|CHOP 2015||||||||||{}
00.65.99|Insertion percutanée d'autre(s) stent(s) vasculaire(s) intracrânien(s), autre|Perkutanes Einsetzen von sonstigem(n) intrakraniellen vaskulären Stent(s), sonstige|Inserzione percutanea di altro(i) stent vascolare(i) intracranico(i), altro|CHOP 2015||||||||||{}
00.66|Angioplastie coronaire transluminale percutanée [PTCA] ou athérectomie coronaire|Perkutane transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie|Angioplastica coronarica transluminale percutanea [PTCA] o aterectomia coronarica|CHOP 2015||||||||||{}
00.66.0|Détail de la sous-catégorie 00.66|Detail der Subkategorie 00.66|Dettaglio della sottocategoria 00.66|CHOP 2015||||||||||{}
00.66.00|Angioplastie coronaire transluminale percutanée [PTCA] ou athérectomie coronaire, SAP|Perkutane transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie, n.n.bez.|Angioplastica coronarica transluminale percutanea [PTCA] o aterectomia coronarica, NAS|CHOP 2015||||||||||{}
00.66.10|Fermeture transluminale percutanée de fistule coronaire|Perkutaner transluminaler Verschluss einer Fistel der Herzkranzgefässe|Chiusura percutanea transluminale di fistola coronarica|CHOP 2015||||||||||{}
00.66.2|Angioplastie coronaire transluminale percutanée [PTCA], selon type de ballonnet utilisé|Koronarangioplastik [PTCA], nach Art der verwendeten Ballons|Angioplastica coronarica [PTCA], in relazione al tipo di palloncino|CHOP 2015||||||||||{}
00.66.20|Angioplastie coronaire transluminale percutanée [PTCA] à ballonnet, SAP|Koronarangioplastik [PTCA], mit Ballons, n.n.bez.|Angioplastica coronarica [PTCA], mediante palloncino, NAS|CHOP 2015||||||||||{}
00.66.21|Angioplastie coronaire [PTCA] à ballonnet libérant des substances médicamenteuses|Koronarangioplastik [PTCA] mit medikamentenfreisetzenden Ballons|Angioplastica coronarica [PTCA] mediante palloncino a rilascio di sostanza medicamentosa|CHOP 2015||||||||||{}
00.66.22|Angioplastie coronaire [PTCA] à ballonnet enduit d'anticorps|Koronarangioplastik [PTCA] mit Antikörper-beschichteten Ballons|Angioplastica coronarica [PTCA] mediante palloncino rivestito di anticorpi|CHOP 2015||||||||||{}
00.66.29|Angioplastie coronaire [PTCA] à ballonnet, autre|Koronarangioplastik [PTCA], mit Ballons, sonstige|Angioplastica coronarica [PTCA], mediante palloncino, altro|CHOP 2015||||||||||{}
00.66.3|Angioplastie coronaire [PTCA], selon procédé|Koronarangioplastik [PTCA], nach Verfahren|Angioplastica coronarica [PTCA], secondo la procedura|CHOP 2015||||||||||{}
00.66.30|Angioplastie coronaire transluminale percutanée [PTCA] par l'athérectomie rotative|Koronarangioplastik [PTCA] durch Rotablation|Angioplastica coronarica [PTCA] per rotablazione|CHOP 2015||||||||||{}
00.66.31|Angioplastie coronaire transluminale percutanée par angioplastie laser|Perkutan-transluminale Gefässintervention an den Koronarien mittels Laser-Angioplastie|Intervento vascolare percutaneo transluminale sulle coronarie mediante angioplastica con laser|CHOP 2015||||||||||{}
00.66.32|Angioplastie coronaire transluminale percutanée par athérectomie|Perkutan-transluminale Gefässintervention an den Koronarien mittels Atherektomie|Intervento vascolare percutaneo transluminale sulle coronarie mediante aterectomia|CHOP 2015||||||||||{}
00.66.33|Angioplastie coronaire transluminale percutanée par extraction de corps étranger|Perkutan-transluminale Gefässintervention an den Koronarien mittels Fremdkörperentfernung|Intervento vascolare percutaneo transluminale sulle coronarie mediante rimozione di corpo estraneo|CHOP 2015||||||||||{}
00.66.35|Angioplastie coronaire transluminale percutanée par embolisation sélective|Perkutan-transluminale Gefässintervention an den Koronarien mittels selektiver Embolisation|Intervento vascolare percutaneo transluminale sulle coronarie mediante embolizzazione selettiva|CHOP 2015||||||||||{}
00.66.36|Angioplastie coronaire transluminale percutanée par thrombectomie|Perkutan-transluminale Gefässintervention an den Koronarien mittels Thrombektomie|Intervento vascolare percutaneo transluminale sulle coronarie mediante trombectomia|CHOP 2015||||||||||{}
00.66.99|Angioplastie coronaire transluminale percutanée [PTCA] ou athérectomie coronaire, autre|Perkutane transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie, sonstige|Angioplastica coronarica transluminale percutanea [PTCA] o aterectomia coronarica, altro|CHOP 2015||||||||||{}
00.67|Insertion percutanée de stent(s) de vaisseaux centraux|Perkutanes Einsetzen von zentralen Gefässstent(s)|Inserzione percutanea di stent vascolare(i) centrale(i)|CHOP 2015||||{Perkutanes Einsetzen von Gefässstent(s) in die Aorta (39.71, 39.73)}|{Insertion percutanée de stent(s) vasculaire(s) dans l'aorte (39.71, 39.73)}|{Inserzione percutanea di stent vascolare(i) nell'aorta (39.71, 39.73)}||||{}
00.67.0|Détail de la sous-catégorie 00.67|Detail der Subkategorie 00.67|Dettaglio della sottocategoria 00.67|CHOP 2015||||||||||{}
00.67.00|Insertion percutanée de stent(s) dans vaisseau(x) central(aux), SAP|Perkutanes Einsetzen von zentralen Gefässstent(s), n.n.bez.|Inserzione percutanea di stent vascolare(i) centrale(i), NAS|CHOP 2015||||||||||{}
00.67.10|Insertion percutanée de stent(s) vasculaire(s) dans la veine cave|Perkutanes Einsetzen von Gefässstent(s) in die V. cava|Inserzione percutanea di stent vascolare(i) nella vena cava|CHOP 2015||||||||||{}
00.67.20|Insertion percutanée de stent(s) vasculaire(s) dans la veine porte|Perkutanes Einsetzen von Gefässstent(s) in die V. porta|Inserzione percutanea di stent vascolare(i) nella vena porta|CHOP 2015||||||||||{}
00.67.99|Insertion percutanée de stent(s) dans vaisseau(x) central(aux), autre|Perkutanes Einsetzen von zentralen Gefässstent(s), sonstige|Inserzione percutanea di stent vascolare(i) centrale(i), altro|CHOP 2015||||||||||{}
00.9|Autres procédures et interventions|Sonstige Massnahmen und Interventionen|Altre procedure e interventi|CHOP 2015||||||||||{}
00.90|Type de transplant tissulaire et type de conservation d'organe|Art eines Gewebetransplantates und Art der Organkonservierung|Tipo di tessuto utilizzato nel trapianto e tipo di conservazione dell'organo|CHOP 2015||||||||||{}
00.90.0|Détail de la sous-catégorie 00.90|Detail der Subkategorie 00.90|Dettaglio della sottocategoria 00.90|CHOP 2015||||||||||{}
00.90.00|Type de transplant tissulaire et type de conservation d'organe, SAP|Art eines Gewebetransplantates und Art der Organkonservierung, n.n.bez.|Tipo di tessuto utilizzato nel trapianto e tipo di conservazione dell'organo, NAS|CHOP 2015||||||||||{}
00.90.3|Type de transplant tissulaire|Art eines Gewebetransplantates|Tipo di tessuto utilizzato nel trapianto|CHOP 2015||||||||||{}
00.90.31|Transplant xénogène|Xenogenes Transplantat|Trapianto xenogenico|CHOP 2015||||||||||{}
00.90.32|Transplant alloplastique|Alloplastisches Transplantat|Trapianto alloplastico|CHOP 2015||||||||||{}
00.90.4|Type de conservation d'organe|Art der Organkonservierung|Tipo di conservazione dell'organo|CHOP 2015||||||||||{}
00.90.41|Conservation pulsatile d'organe|Pulsatile Organkonservierung|Conservazione dell'organo mediante perfusione pulsatile|CHOP 2015||||||||||{}
00.90.99|Type de transplant tissulaire et type de conservation d'organe, autre|Art eines Gewebetransplantates und Art der Organkonservierung, sonstige|Tipo di tessuto utilizzato nel trapianto e tipo di conservazione dell'organo, altro|CHOP 2015||||||||||{}
