KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
SH;Spitäler Schaffhausen;Geissbergstrasse 81;8208 Schaffhausen;K121;R4;A, P, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT, CC, Lito;84112;10067;795;5;2;0.935;0.914;3.56;15.96;18.45;96.08;133.25;409.97;143.86;922.35;1.32;4.07;1.43;9.16;;;129879569;18773380;40879235;189598914;159759402;13998486;20869847;5028822;51087;8833;165.5753424658;5.8;93;31585176;28595028;86649092;63066359;5987283;14587208;1384853;0;0;34366262;31482115;108309174;57619131;47;13321702;47;0;21333;655;61.8767123288;32.6;96.3;4480961;4246016;12972028;11889331;1040372;724979;64047;0;0;3317634;3039039;14436512;10923791;47;672449;47;0;11692;579;33;20.2;101.4;3120;2957;8930656;5829448;743848;2355446;300668;0;0;177379;174942;8441746;4889419;47;1976330;47;0;;;;;;;;;;;;;;;;;;;;;;
SH;Hirslanden Klinik Belair;Rietstrasse 30;8200 Schaffhausen;K231;R1;A;;BGs;1;;6767;1456;0;2;0;1.149;1.137;2.95;21.99;30.75;90.67;2.92;42.51;3.97;77.26;0.2;2.92;0.27;5.31;7115;1278;8138890;1228097;8181491;17548478;18517117;590471;0;1559111;6767;1456;28;4.6;66.1;4464628;4194439;16095416;9707907;461206;4219782;218161;0;0;4445999;4230853;16409700;9431588;48.8;3748387;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;K112;R1;A, P, R;NF, IPS;MSt, Arzt, BGs;5;MRI, CT, PET, CC, Lito;202221;27249;1121;23;10;0.982;0.966;0.57;16.18;18.79;94.74;374.09;1235.45;348.85;2740.07;1.37;4.53;1.28;10.06;;;329945887;35141225;123294453;488718281;416834837;24064899;53699117;5880572;146364;24973;465;5.9;95.1;87989714;79291448;286853350;185651203;11457943;85438389;3468188;8911319;2775000;116607127;86161176;310166223;175135627;49;74326038;49;5932833;46455;1922;148;24.2;95.7;25846668;24178377;26611061;24788368;1931449;1195320;83358;1890497;0;13534098;12442106;33484680;29933719;49;1827699;49;1046853;9402;354;28;26.6;94.8;6249347;5340651;8433312;5765505;381340;2623840;147091;0;0;4392701;3692927;6852096;4390876;49;2409987;49;0;;;;;;;;;;;;;;;;;;;;;;
SO;Privatklinik Obach AG;Leopoldstrasse 5;4500 Solothurn;K123;R1;A;;BGs;1;;10110;3006;359;3;2;0.901;0.849;0;17.08;26.74;88.27;0;59.9;11.1;112.25;0;1.99;0.37;3.73;7565;0;9022020;2847323;14550108;26932684;26720290;1833490;0;1621096;10110;3006;42;3.4;74.7;1914814;1830562;25010846;15179292;785985;4979025;274227;0;0;1909195;1825191;25181471;14911143;49;5202432;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Pallas Kliniken AG;Louis-Giroud­Strasse 20;4600 Olten;K235;R1;A;;MSt, Arzt, BGs;2;Lito;3468;1636;0;3;0;;;0.31;50.15;15.46;99.39;3.9;27.03;14;59.4;0.24;1.65;0.86;3.63;;;6753416;345250;17082740;24271915;26640215;145156;0;2513456;3468;1636;20.2712328767;2.1;76.5;11561560;11561560;13585796;10580217;458531;0;0;0;110989;14798776;14653620;11912740;9310094;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Schwyz;Waldeggstrasse 10;6430 Schwyz;K121;R2;A;NF, IPS;MSt, Arzt, BGs;1;;31052;6407;388;4;2;0.851;0.823;0.96;7.39;17.46;90.8;50.59;253.91;32.43;460.1;0.79;3.96;0.51;7.18;7000;0;45132703;5651036;26765421;77822179;73334677;2285374;2202128;-616876;31052;6407;96;4.8;85.7;16744886;16744886;55374427;41270637;3622981;10811233;939580;1686073;648034;15172944;15158405;58436663;40887022;47;11895202;47;1295585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Lachen;Oberdorfstrasse 41;8853 Lachen SZ;K122;R1;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;25706;5302;336;4;2;0.879;0.838;0.9;10.99;19.55;93.65;71.48;198.4;65.71;482.75;1.35;3.74;1.24;9.11;0;0;54505871;7454852;25551753;87512476;70378143;11038139;6096194;-1359537;25706;5302;111;4.8;60.5;30104889;26699450;52004306;36931077;3023399;9439054;736655;0;0;28706526;18872398;49563583;32203015;48.3;7843210;48.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Einsiedeln;Spitalstrasse 28;8840 Einsiedeln;K122;R2;A, R;NF;Arzt, BGs;1;CT;13994;3620;236;2;2;0.823;0.763;0.77;12.99;18.3;83.95;12.3;93.37;31.37;202.51;0.34;2.58;0.87;5.59;0;0;22026508;2266867;14595012;38888422;34515202;4215118;266100;107998;13942;3617;50;3.9;71.7;7452873;6318736;30157377;19532834;1727899;5003786;444010;0;0;6217948;5312506;29732689;18430455;49.8;7786563;71.7;0;;;;;;;;;;;;;;;;;;;;;;;52;3;2;17.3;53;14266;14266;698251;463264;36473;234986;18237;0;0;19991;19290;413997;238721;49;173992;64.4;0;;;;;;;;;;;;;;;;;;;;;;
SZ;Aeskulap­Klinik;Gersauerstrasse 8;6440 Brunnen;K235;R2;A, P;;Arzt, BGs;1;;1932;81;0;0;0;;;1.18;82.14;23.53;15.29;15.56;15.6;22.38;95.5;19.21;19.26;27.63;117.9;0;437;9731501;3044025;4846620;17622146;10560548;485857;6292834;-5876857;456;29;4.9315068493;15.7;25.1;11018409;7322472;993871;536758;91731;336037;59356;0;19000;7972374;5211169;555765;163025;47.6;105487;47.6;0;1476;52;4.9315068493;28.4;86.5;975093;799861;2924926;2292670;347988;368489;57998;0;0;658937;430983;1577331;909944;48.7;151657;48.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen;Waldeggstrasse 8a;8500 Frauenfeld;K112;R1;A;NF, IPS;Arzt, BGs;2;MRI, CT, PET, CC, LB;143702;26315;1862;15;10;0.921;0.898;0.77;6.97;15.29;94;345.02;957.55;307.93;2084.62;1.31;3.64;1.17;7.92;;;228335189;35902862;135333307;399571358;367626234;22627449;8956413;1573996;143702;26315;531.1452054795;5.5;83.4;109403888;91802592;253952619;190680696;16027654;49250128;3539035;0;4044600;139544690;94511824;251952278;180911347;53.3;55495581;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Seeschau AG;Bernrainstrasse 17;8280 Kreuzlingen;K123;R1;A;NF;BGs;1;;6537;1502;0;3;0;1.084;1.063;1;8.53;42.35;85.77;1.03;22.85;8.67;56.61;0.07;1.52;0.58;3.77;5534;0;8428075;2212279;13486351;24286945;25034915;76204;0;824235;6537;1502;24;4.4;74.5;5139139;5139139;19657260;8782134;655146;6351784;473842;0;0;4189501;4189054;21610647;7375941;49;5334738;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Clienia Littenheid AG Klinik für Psychiatrie und Psychotherapie;;9573 Littenheid;K211;R1;P;;BGs;1;;68249;1738;0;0;0;;;1.38;61.44;6.73;97.64;45.42;176.07;48.62;389.1;2.61;10.13;2.8;22.39;;;43489458;6613947;10237228;60340633;57917016;2203795;1082000;862178;;;;;;;;;;;;;;;;;;;;;;;68249;1738;208;39.3;99.2;6767954;0;54081876;49077817;6741868;0;0;0;322000;5735438;0;55467373;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Psychiatrische Klinik Münsterlingen;Postfach;8596 Münsterlingen;K211;R1;P;;MSt, Arzt, BGs;1;;65558;1952;0;0;0;;;0.28;11.9;0.42;100;58.85;210.96;33.01;445.15;3.01;10.81;1.69;22.8;;;45991521;4735286;13364058;64090865;56272675;3144445;2552094;-1654209;;;;;;;;;;;;;;;;;;;;;;;65558;1952;207;33.6;101.4;13043682;12549426;45469700;41570028;3332490;0;0;0;552519;15499127;10881294;44852109;40661820;51;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Aadorf AG Klinische Psychotherapie;Fohrenbergstrasse 23;8355 Aadorf;K212;R1;P;;Arzt, BGs;1;;19680;344;0;0;0;;;0.75;91.14;23.37;97.74;4.21;17.09;19.58;68.42;1.22;4.97;5.69;19.89;;;8787614;740894;2557023;12085531;11083167;264780;595752;-595752;;;;;;;;;;;;;;;;;;;;;;;19680;344;56;57.2;97;285898;0;12182586;8036778;755873;3206274;315649;0;0;208572;0;12802421;6156480;49.2;2570920;49.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Rehaklinik Zihlschlacht AG Neurologisches Rehabilitationszentrum;Hauptstrasse 2­4;8588 Zihlschlacht;K221;R1;R;;Arzt, BGs;1;;39176;943;0;0;0;;;0.2;67.25;30.15;65.95;14.81;128.87;73.66;286.64;1.57;13.67;7.81;30.4;;;25926830;4758677;9503766;41541537;44285313;1582530;0;4379597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39176;943;116;41.5;94.3;2974980;2322772;37290582;23353700;2732681;10302415;1199452;0;0;2518346;1981786;42404705;24630265;51.6;9471421;49.9;0;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Schloss Mammern AG;;8265 Mammern;K221;R1;R;;BGs;1;CT;38207;2114;0;0;0;;;2.93;72.12;76.11;95.93;7.53;70.04;40.88;263.47;0.36;3.31;1.93;12.46;;;21431808;4684734;8162122;34409628;34025965;3475347;0;2591153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38207;2114;112;18.1;99.5;967228;938587;32762180;6500927;988026;20670305;3153857;0;0;624039;602808;34182355;5129215;50.7;16392860;50.8;0;;;;;;;;;;;;;;;;;;;;;;
TG;kneipp­hof Dussnang AG Rehabilitationsklinik;Kurhausstrasse 34;8374 Dussnang;K221;R1;R;;BGs;1;;28904;1924;0;0;0;;;0.25;84.06;25.71;96.8;4.22;28.38;21.65;147.04;0.22;1.48;1.13;7.64;;;10857013;1784952;4437182;18622822;14243695;4130767;239555;-239555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28904;1924;85;15;99.5;3519971;3494904;13284639;8965602;1003502;3860858;481874;0;0;6772604;2629498;11565809;7641863;49;3348220;49;0;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Klinik St. Katharinental;St. Katharinental;8253 Diessenhofen;K221;R1;R;;Arzt, BGs;1;;19419;1057;0;0;0;;;1;37.11;24.61;88.61;9.14;33.91;19.78;107.93;0.86;3.21;1.87;10.21;;;12342168;1434015;3471110;17247293;14191253;1497157;1558883;-397448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19419;1057;61;18.4;87.7;2139200;1955736;12514796;8472867;660835;3106641;254150;0;99936;1980796;1796149;12651852;6861154;59.7;2725169;51;0;;;;;;;;;;;;;;;;;;;;;;
TG;Perlavita AG;Seestrasse 78;8267 Berlingen;K221;R1;R;;;1;;9167;467;0;0;0;;;0;15;2.6;100;2.2;22.32;0;25.52;0.47;4.78;0;5.46;;;2117542;683272;2236526;5037340;4912209;250;0;4820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9167;467;33;19.6;80.2;0;0;5013989;5013989;872771;0;0;0;0;0;0;4932791;4932174;50.5;0;;0;;;;;;;;;;;;;;;;;;;;;;
TG;Herz­Neuro­Zentrum Bodensee AG;Weinbergstrasse 1;8280 Kreuzlingen;K231;R1;A;NF;;1;;9375;1711;0;2;0;2.010;1.974;3.59;6.07;13.51;93.8;39.08;79.62;30.39;188.4;2.28;4.65;1.78;11.01;;;18352667;2075325;13141785;33846263;34167588;719779;0;1648540;9375;1711;33;5.5;77.8;1341210;1153439;31621132;26503023;1039422;4714325;255300;0;0;1297958;1280750;33589411;29097631;52;3693616;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Venenklinik Bellevue AG;Brückenstrasse 9;8280 Kreuzlingen;K231;R1;A;;;1;;1243;590;0;2;0;0.686;0.659;5.42;32.62;25.25;92.88;4.11;11.31;1.93;29.6;0.7;1.92;0.33;5.02;;;4185410;718711;2007990;7312281;7248827;128267;0;424967;1243;590;9.2493150685;2.1;54.4;3169786;2950654;3715857;2452281;286848;872371;93486;0;0;3187337;2956168;4071890;2389159;50.8;631822;51.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;K112;R4;A, R;NF, IPS;Arzt;9;MRI, CT, PET, CC, LB, Lito;292879;39623;1735;22;9;0.952;0.972;3.82;4.4;19.21;91.72;593.92;1699.37;431.01;4065.15;1.5;4.29;1.09;10.26;54147;0;446644057;39036861;164587655;662692170;604397324;33778751;7533550;1990564;255644;37734;867;6.8;82.4;193444900;0;383270300;260618200;12994200;96556500;5521000;0;9597900;187884700;0;390629800;258878900;45.7;103366800;62.3;0;;;;;;;;;;;;;;;;;;;;;;;37235;1889;85;19.7;83.4;0;0;19732500;12627100;741300;5605100;537300;0;147700;0;0;16705200;9493000;45.5;5861500;65.7;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Luganese SA Sede Moncucco;Via Moncucco 10;6900 Lugano;K122;R1;A;NF;MSt, Arzt, BGs;1;MRI, CT, LB;39996;5058;0;5;0;0.983;1.004;2.32;1.09;32.81;97.14;46.03;185.4;48.38;429.02;0.91;3.67;0.96;8.48;0;0;47016212;5909039;22358470;75283721;74069775;2255123;0;1041177;39996;5058;104;7.9;106.5;24186481;23041131;50102627;31886085;1128316;4107358;91771;0;251875;24524101;23500716;52145394;27322493;45.1;14680733;48.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Chiara SA;Via Stefano Franscini 4;6600 Locarno;K122;R1;A, R;NF;MSt, Arzt, BGs;1;MRI, CT;20900;3585;238;4;2;0.870;0.866;1.69;4.22;17.36;95.27;22.65;110.07;18.78;239.55;0.63;3.07;0.52;6.68;0;0;21361424;2109696;14298756;37932176;34651281;1269099;347126;25366;20900;3585;100;5.8;54.8;8704831;7777792;28775847;21799371;1344736;5366687;327134;0;161248;7569174;6899197;28104608;19962875;45.4;4600013;47;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;25283;20675;0;0;0;0;0;0;0;14636;11736;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
TI;Salus Medica Clinic SA Clinica Sant'Anna;Via Sant'Anna 1;6924 Sorengo;K122;R1;A;NF;BGs;1;MRI, CT;18984;4412;762;5;4;0.718;0.680;3.02;1.53;25.34;91.07;8.01;99.68;15.54;180.69;0.18;2.26;0.35;4.1;25452;5096;16325374;5384874;21311100;43022423;39467934;1818199;1722806;-1722806;18984;4412;80;4.3;54.6;8498112;7136524;34422183;22445868;1218464;6010401;326272;0;0;7927139;5569789;32252098;18780297;45;5028862;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Luganese SA Sede San Rocco;Via Soldino 30;6900 Lugano;K123;R1;A;;;1;;18875;1312;0;0;0;0.858;0.988;2.36;0.62;24.24;99.24;3.11;59.23;7.33;97.18;0.24;4.51;0.56;7.41;0;0;10127647;403375;3155952;13686974;13611810;12988;0;-62175;18875;1312;80;14.4;62.8;0;0;13701989;10125425;290861;3487491;110328;0;0;0;0;13419053;8635277;45.7;2805094;46.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica fondazione G. Varini;Via Consiglio Mezzano 38;6644 Orselina;K123;R2;A;;MSt, Arzt, BGs;1;;14651;710;0;0;0;0.939;1.349;0.53;1.61;18.96;98.66;5.59;37.49;6.56;66.74;0.79;5.28;0.92;9.4;416;1268;5965468;282593;1078676;7326737;7167968;23240;0;8911;14651;710;48;20.6;84;21491;21491;6979546;5590283;0;1329991;0;0;0;15510;0;7173404;4925626;45.4;1138228;45.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Ospedale Malcantonese Fondazione Giuseppe Rossi;;6980 Castelrotto;K123;R2;A, P;NF;MSt, Arzt, BGs;1;;14222;670;0;0;0;0.796;0.886;1.99;0.29;20.45;99.43;6.61;24.95;5.47;59.71;0.99;3.72;0.82;8.91;;;5776855;249717;1160436;7187008;6701978;493645;0;8615;6334;472;30;13.4;57.8;433500;433500;3233149;3233149;178262;0;0;0;0;427179;427179;3191007;3191007;45;0;;0;7888;198;26;39.8;86.8;45189;45189;3395723;3395723;214889;0;0;0;0;56300;56300;3027492;3027492;45;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Cardiocentro Ticino (CCT);Via Tesserete 48;6900 Lugano;K123;R2;A, R;IPS;MSt, Arzt, BGs;1;MRI, CT;10217;2807;0;2;0;2.327;2.126;3.64;4.44;20.25;96.39;50.55;117.47;23.61;298.49;1.8;4.18;0.84;10.63;5139;0;34355512;4317663;35966151;74639326;74649537;1412911;0;1423122;10217;2807;30;3.6;93.6;7870253;7870253;66134264;48004211;2456023;15507457;867153;0;0;6710150;5658385;68327117;45235024;45;20585347;66.9;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;1278714;1278714;0;0;0;0;0;0;0;664034;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica psichiatrica cantonale;Via Agostino Maspoli;6850 Mendrisio;K211;R4;P;;Arzt, BGs;1;;40017;1276;0;0;0;;;4.22;3.57;0;97.97;16.45;126.25;12.95;217.16;1.29;9.89;1.01;17.02;411;0;21538399;2078084;2559918;26176401;20410818;30961;5787053;-5787053;;;;;;;;;;;;;;;;;;;;;;;40017;1276;140;31.4;78.2;0;0;26228832;25612570;1892318;0;0;0;0;0;0;20441779;20311514;45.1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Croce SA;Via al Parco 27;6644 Orselina;K212;R1;P;;BGs;1;;31143;959;0;0;0;;;1.07;4.94;11.43;99.61;8.69;46.28;6.73;104.28;0.91;4.83;0.7;10.87;;;8336332;719785;2370845;11429114;11628571;36500;45000;337980;;;;;;;;;;;;;;;;;;;;;;;31143;959;80;32.5;106.5;358437;358437;11152174;9344503;460135;1464359;64946;0;0;385674;341514;11324397;9034782;47.8;1220280;50.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Viarnetto;Via Ceresio 34;6963 Pregassona;K212;R1;P;;BGs;1;;14908;387;0;0;0;;;27.53;6.82;58.82;71.06;8.01;23.65;5.58;56.02;2.07;6.11;1.44;14.48;0;245;5093215;782083;1359021;7234319;4560927;0;2589505;-2544505;;;;;;;;;;;;;;;;;;;;;;;14908;387;45;38.5;90.7;0;0;7309994;0;0;0;0;0;0;0;0;4605927;4560927;47.7;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Hildebrand Centro di riabilitazione Brissago;Via Crodolo 18;6614 Brissago;K221;R2;R;;Arzt, BGs;1;;36584;902;0;0;0;;;5.89;3.5;29.34;91.32;12.2;123.88;72.98;288.69;1.35;13.73;8.09;32.01;260;0;22806506;2758729;5402027;30967262;30167112;828928;29460;58238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36584;902;105;40.6;95.4;2852802;2130776;26069760;16743091;1361486;5946060;506072;0;29460;1953329;1381742;27371033;16020982;47.6;7150062;61.4;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Ars Medica SA;Via Cantonale;6929 Gravesano;K231;R1;A;NF;BGs;1;MRI, CT;13704;3222;0;5;0;1.191;1.131;7.23;3.25;25.29;71.07;1.44;75.42;31.29;155.93;0.04;2.34;0.97;4.84;30346;0;13323849;4015978;29344882;47330689;48227209;1199226;0;2139053;13704;3222;70;4.3;53.6;8987262;6654036;37878995;20704286;380958;7117357;131311;0;0;8632977;5433525;39870486;18824467;45;6488527;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Dr. Spinedi c/o Clinica Santa Croce;Via al Parco 27;6644 Orselina;K235;R3;A;;;1;;4703;382;0;0;0;;;82.46;92.54;99.48;3.4;6.35;1.92;0;13.16;1.66;0.5;0;3.45;;;1726191;137574;347767;2211532;2354279;307339;0;450086;4703;382;15;12.3;85.9;0;0;2225715;26710;1379;0;0;0;0;0;0;2661618;22700;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UR;Kantonsspital Uri;Spitalstrasse 1;6460 Altdorf UR;K122;R4;A;NF, IPS;Arzt, BGs;1;MRI, CT;21215;3711;248;3;2;0.884;0.857;1.73;5.74;26.14;92.41;42.84;194.12;53.41;404.39;1.15;5.23;1.44;10.9;11685;0;37456252;5438867;16802624;59697743;48528266;3040222;6370668;-849105;21215;3711;73.9726027397;5.7;77;17228286;15475161;38601827;23464699;2032784;13276518;1005835;0;0;16531785;12154588;38602124;19872856;51.2;13083315;66.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;CHUV Centre Hospitalier Universitaire Vaudois;Rue du Bugnon 21;1005 Lausanne;K111;R4;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB;436667;44277;2490;30;6;1.406;1.444;1.86;10.03;6.99;90.58;1531.57;3192.86;1565.38;9118.06;3.46;7.21;3.54;20.59;;;1091782833;103043075;348609098;1543435006;1058417287;100837228;384180491;-1956751;283793;37488;869;7.6;87.3;314754298;278103373;675125628;522131979;38520624;65729782;5002449;16677031;192069634;249550445;211375318;617448257;444711098;45.4;56428603;45.4;1825519;108670;4013;313;27.1;90.5;65395729;57709077;87980570;84950989;6471154;899691;78703;10013760;26810350;40653213;33181272;117281522;6873029;45;0;;5116756;44204;2776;111;15.9;89;2688175;2283678;39498356;38571798;3049779;0;0;2065065;1349096;2468816;2188326;21935047;1243949;45;0;;547312;;;;;;;;;;;;;;;;;;;;;;
VD;Etablissements Hospitaliers du Nord Vaudois (eHnv);Rue d'Entremonts 11;1400 Yverdon­les­Bains;K112;R2;A, P, R;NF, IPS;MSt, Arzt, BGs;5;MRI, CT;94161;13034;973;9;3;0.858;0.814;0.72;3.28;5.7;96.56;146.3;693.28;88.96;1312.08;1.12;5.32;0.68;10.07;;;137553809;13555671;54896228;206005708;181628531;18449970;6955010;383319;58995;11405;240.0767123288;5.2;63.8;53965056;0;100743288;88164995;7329377;7455149;481134;0;0;47063483;29682344;104931238;89605401;45;9282560;100;0;5677;117;18.6575342466;48.5;85.8;0;0;6033049;5880743;553458;0;0;0;0;0;0;6128366;5932171;45;0;;0;29489;1512;105;19.5;77.1;1415813;1415813;18051399;17852560;931006;0;0;23811427;0;1285471;1285471;20446663;19975234;45;0;;17071849;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital Riviera­Chablais;Boulevard Paderewski 3;1800 Vevey;K121;R2;A, R;NF, IPS;MSt, Arzt, BGs;6;MRI, CT, CC, LB;126659;20580;1823;18;7;0.848;0.806;1.63;33.45;8.78;93.99;260.7;798.9;149.98;1661.16;1.27;3.88;0.73;8.07;;;181780198;11642177;78716579;279007645;235130172;25522426;13884873;-1097205;103759;19415;328;5.3;80.7;79265090;70910551;171771903;140091645;7694499;19031741;944201;0;0;77192964;68265764;174763393;129406860;45;23870202;45;0;;;;;;;;;;;;;;;;;;;;;;;22900;1165;80;19.7;83.1;0;0;17397365;17261508;1044265;0;0;1384752;0;0;0;16046212;15863911;45;0;;671758;;;;;;;;;;;;;;;;;;;;;;
VD;EHC Ensemble hospitalier de la Côte;Chemin du Crêt 2;1110 Morges;K121;R2;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT;67938;9930;1146;6;4;0.844;0.810;0.77;2.22;9.22;94.92;134.95;429.15;48.15;895.81;1.36;4.32;0.48;9.02;0;5919;89310208;5883364;38071658;133265230;117607119;3182904;2337944;-18040375;46960;8922;153.9260273973;5.3;77.2;40883890;37993687;73010662;61103766;3904201;8685935;574683;1021556;0;33148929;31209769;77467052;61880291;48.1;10660317;61;602738;;;;;;;;;;;;;;;;;;;;;;;20978;1008;65.4356164384;20.8;86.8;835376;835376;15075318;15065350;1782273;0;0;6062028;0;883126;879285;15951306;13106046;46.6;0;;3942402;;;;;;;;;;;;;;;;;;;;;;
