KT;Inst;Adr;Ort;Typ;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
SG;Kinderschutzzentrum St. Gallen Romerhuus;Claudiusstrasse 6;9006 St. Gallen;K212;oeff;P;;BGs;1;;2760;35;0;0;0;;;0;36.8421;5.2632;89.4737;0.6;6.67;3.78;17.96;1.71;19.06;10.8;51.31;0;2;2410336;174609;450263;3046934;1346786;925;1646544;-51563;;;;;;;;;;;;;;;;;;;;;;;2760;35;8;78.9;94.5;0;0;3087494;2823492;153945;119697;6526;0;0;0;0;2995370;2221120;50.4;127520;55.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik Valens Rehabilitationszentrum;;7317 Valens;K221;priv;R;;MSt, Arzt, BGs;1;;41916;1621;0;0;0;;;5.4524;60.9816;27.7842;91.0673;21.67;98.55;81.43;342.49;1.34;6.08;5.02;21.13;0;0;26412421;1131755;7538916;39981195;39293035;490693;201249;4185154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41916;1621;122;25.9;93.9;6195712;3208872;31302819;17838699;1903977;7399891;739887;0;524592;6223946;2325584;33391111;18062754;50.1;7504568;56.7;0;;;;;;;;;;;;;;;;;;;;;;
SG;Reha­Klinik Walenstadtberg;;8881 Knoblisbühl;K221;oeff;R;;MSt, Arzt, BGs;1;;20081;937;0;0;0;;;1.1628;26.2749;17.5476;97.0402;7.4;54.65;18.21;117.25;0.79;5.83;1.94;12.51;0;0;11040449;877371;2654976;14572796;13165144;411792;124164;-808452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20081;937;73.5;21.4;74.7;81160;81160;12824752;9840310;624503;2681338;160637;1462582;124164;136028;136028;12382670;9243868;100;2731693;100;771212;;;;;;;;;;;;;;;;;;;;;;
SG;Rosenklinik am See AG;Zürcherstrasse 111;8640 Rapperswil-Jona;K231;priv;A;;;1;;947;467;0;1;0;0.823972103;0.689916309;0;19.9143;32.1199;63.5974;3.25;8.86;1.83;16.74;0.7;1.9;0.39;3.58;0;0;2063572;440128;1571823;4172296;4331984;240845;0;441051;947;467;8.2;2;31.4;853225;627549;3225432;1329531;18638;1113022;15656;0;0;1276711;851722;2687371;1232003;30.6;653129;46.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik Marienfried;Bahnhofstrasse 123a;9244 Niederuzwil;K232;priv;A;;MSt, Arzt, BGs;1;;2366;685;75;2;2;0.7017549407;0.6440079051;6.9829;43.4844;16.2055;98.5507;1;5.97;3.05;18.06;0.15;0.87;0.45;2.64;32;0;1370863;474532;2625700;4471095;4314241;146655;0;37489;2366;685;16;3.5;40.5;772534;763604;3625912;3004211;308704;218275;22732;0;70200;729162;716820;3496442;2692844;50.9;530491;80.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Ostschweizer Kinderspital;Claudiusstrasse 6;9000 St. Gallen;K233;oeff;A, P;NF, IPS;MSt, Arzt, BGs;1;CT;21233;3813;0;3;0;1.0751168931;1.0287802871;2.6515;27.511;5.7828;76.9192;77.33;247.27;50.9;504.76;2.03;6.48;1.33;13.24;30;0;53365843;3537473;12305957;76352080;50739099;2072762;22089647;0;21233;3813;74;5.6;78.6;22192462;14505574;46650192;22913131;1049787;1641719;71896;0;416267;23390069;11749010;50025500;21553085;50.9;2100090;67.1;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG;Geriatrische Klinik St. Gallen;Rorschacher Strasse 92;9000 St. Gallen;K234;oeff;R;NF;MSt, Arzt, BGs;1;;31420;1505;0;0;0;;;0.3243;8.0677;27.3022;98.8975;16.97;98.3;28.7;210.82;1.13;6.53;1.91;14.01;0;0;17749073;1465170;4414309;24668216;21760549;1315634;1592033;-990939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31420;1505;88;20.9;97.8;1944457;935537;20708393;14033285;1079578;6484746;553843;0;166083;1869478;785978;20571159;13610252;52.2;6740488;57.7;0;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik St. Georg;Klosterstrasse 19;9403 Goldach;K235;priv;A;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Spitäler Schaffhausen;Geissbergstrasse 81;8208 Schaffhausen;K121;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT, CC, Lito;84241;8962;778;5;4;0.9574910486;0.9205480935;3.414;14.7684;18.8743;96.1862;128.51;424.99;95.77;865.18;1.43;4.74;1.07;9.65;9;0;121436040;15979917;44595765;185266781;152092582;14064594;21309489;2689884;53269;7832;171;6.8;85.1;33898647;30693273;78755885;56783836;4627900;13625840;1110510;0;0;33757297;29343007;84649371;55057417;47;13211569;47;0;19437;576;62;33.7;85.7;4915823;4400388;12847980;12124663;929081;667970;51185;0;0;5624301;3132350;11164639;9807653;47;540321;47;0;11535;554;33;20.8;95.5;39699;39401;8908577;4466753;577329;1811453;234131;0;0;145087;143750;7998468;4161838;47;1687798;47;0;;;;;;;;;;;;;;;;;;;;;;
SH;Hirslanden Klinik Belair;Rietstrasse 30;8200 Schaffhausen;K231;priv;A;;BGs;1;;6429;1203;0;2;0;1.1536930193;1.1179023549;2.605;20.8117;35.3782;91.8487;2.08;31.97;16.51;70.83;0.17;2.66;1.37;5.89;25;0;7144890;1192602;7984449;16321941;16677348;638525;0;993933;6429;1203;28;5.3;62.9;5379833;5230978;13865997;7408642;517950;5515378;321603;0;0;6303157;6011965;14429825;7128322;49;4226883;49.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;K112;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;6;MRI, CT, PET, CC, Lito;225509;25159;1180;17;7;0.9455133685;0.9392081418;0.5769;13.2132;19.1972;94.8882;385.72;1113.36;365.65;2611.62;1.53;4.43;1.45;10.38;21;0;312746627;32327675;106059455;451134215;368468048;21864127;54362633;-5065098;164482;23036;534;7.1;84.2;115896470;103036912;225082938;162436906;11187325;53374353;3410391;11158075;3605486;93290310;66992968;239077595;155051727;100;64273765;100;6962007;51360;1780;156;28.9;90;26428994;24329909;31838476;26445110;2214612;1798642;169334;2420064;0;12456445;11230416;32547043;26742730;100;2440134;100;0;9667;343;28;28.2;94.3;5657559;5282040;8674831;6103075;578964;2550688;250835;0;0;2703519;2492455;6700144;4501830;100;2163474;100;0;;;;;;;;;;;;;;;;;;;;;;
SO;Privatklinik Obach;Leopoldstrasse 5;4500 Solothurn;K123;priv;A;;BGs;1;;12194;3177;436;3;2;0.8300127938;0.7554499256;0;14.8126;28.5247;93.3968;0;56.3;12.9;105.87;0;1.77;0.41;3.33;42;0;9256693;1429121;7907315;25902452;24841099;228471;0;278315;12194;3177;40;3.8;83.5;2602697;1561617;23299755;15144883;783683;5966817;301355;0;0;2618073;0;23562694;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Klinik Pallas;Louis Giroud­Strasse 20;4600 Olten;K235;priv;A;;MSt, Arzt, BGs;1;Lito;3367;1112;0;3;0;;;0;53.2374;17.547;91.5846;1.7;12.87;9.05;35.33;0.15;1.16;0.81;3.18;28;0;4795402;1139443;14316461;20251306;21233589;149511;0;1131794;3367;1112;11.9;3;77.4;11226370;11226370;9038218;6386471;302443;0;0;0;102353;13404877;13255366;7978223;5590391;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Schwyz;Waldeggstrasse 10;6430 Schwyz;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;32720;5908;377;4;2;0.8560750994;0.8250463007;1.1165;7.4587;17.4084;91.4452;51.64;249.25;32.56;456.73;0.87;4.22;0.55;7.73;17;0;44742436;5975294;25024287;75981967;48266685;2317191;25387952;-1003462;32720;5908;109;5.5;82.2;17420776;17420776;54008158;43074223;3416727;7891717;755585;444254;975383;15241579;15241579;55116969;39635766;56;10893889;59.6;549591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Lachen;Oberdorfstrasse 41;8853 Lachen SZ;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;27705;5299;369;4;2;0.8855744794;0.851395676;0.4723;11.6872;20.1504;92.3211;73.14;199.87;62.55;476.17;1.38;3.77;1.18;8.99;32;0;50921067;4811099;26694926;82427092;70533019;8614321;3995950;716198;27705;5299;82.3;5.2;92;28015050;21609333;53909214;37597848;2136258;16899224;640877;0;0;23814211;18452648;54569833;34574390;50;16104534;52.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Regionalspital Einsiedeln;Spitalstrasse 28;8840 Einsiedeln;K123;oeff;A;NF;Arzt, BGs;1;CT;12517;2988;188;2;2;0.8442996219;0.7740057341;0.8422;10.475;18.1535;84.2483;8.26;80.23;25.74;172.37;0.28;2.69;0.86;5.77;22;2;17775690;1754189;13975458;33505337;32894091;7235874;251811;6876439;12517;2988;49;4.2;70;6463746;5502139;25947238;17577495;1367752;4716229;366532;0;0;5353031;4579184;26376464;16698356;54.2;4317477;54.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Aeskulap­Klinik;Gersauerstrasse 8;6440 Brunnen;K123;priv;A;;Arzt, BGs;1;;2684;134;0;0;0;1.0861428571;1.3741081633;9.2308;91.5254;41.5385;100;20.03;14.76;29.13;110.99;14.95;11.01;21.74;82.83;1;1;10485014;1394774;5843850;17723638;15146153;608173;1962613;-1793274;2684;134;15.2;20;48.2;12656587;9922062;3753929;2138560;267713;1398289;175043;0;45000;12267215;9312399;3208097;1653390;71.7;1081062;71.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen;Waldeggstrasse 8a;8500 Frauenfeld;K112;oeff;A;NF, IPS;Arzt, BGs;2;MRI, CT, PET, CC, LB;168634;25625;1724;15;10;0.9382167296;0.9145702193;1.0473;6.1658;15.8045;94.228;329.43;927.23;292.91;1998.32;1.29;3.62;1.14;7.8;37;2;219890697;36635094;108751857;365277648;343867408;19753297;7749774;6092831;168634;25625;506;6.6;91.3;96939873;82765416;243303396;180013877;15894570;51565871;3994737;0;3950820;115903124;83225253;247424415;171765408;100;59002232;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Seeschau AG;Bernrainstrasse 17;8280 Kreuzlingen;K123;priv;A;;BGs;1;;7011;1245;4;3;2;1.0385614887;1.0141546926;0.4045;8.6109;43.123;83.3333;2.6;24.4;9.3;58.9;0.21;1.96;0.75;4.73;21;0;5586486;2621415;11569222;19777123;20617400;71315;0;911593;7011;1245;20;5.6;95.9;5438076;4915502;14883816;6067814;664701;4670593;511642;0;0;4353558;3936847;16941517;5374443;52.3;4178877;52.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Psychiatrische Klinik Münsterlingen;Postfach;8596 Münsterlingen;K211;oeff;P;;MSt, Arzt, BGs;1;;87540;2384;0;0;0;;;0.5155;8.7819;1.0309;0;59.53;207.15;33.47;440.82;2.5;8.69;1.4;18.49;0;0;45032277;5440124;16003065;66475466;51468040;2916252;8980677;-3110496;;;;;;;;;;;;;;;;;;;;;;;87540;2384;230;36.7;104.3;7721044;7169302;47661775;44619818;3833533;0;0;0;593481;10248508;5799347;45172803;42059015;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Clienia Littenheid AG Klinik für Psychiatrie und Psychotherapie;;9573 Littenheid;K211;priv;P;;Arzt, BGs;1;;74636;1388;0;0;0;;;1.0968;59.9606;8;98.8387;33.43;170.11;39.68;353.51;2.41;12.26;2.86;25.47;0;0;37978774;6350975;9687862;55253817;52831337;2516328;310000;403848;;;;;;;;;;;;;;;;;;;;;;;74636;1388;207;53.8;98.5;3595224;0;48745426;44596115;6452107;0;0;0;26815;3667104;0;51990561;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Aadorf AG Klinische Psychotherapie;Fohrenbergstrasse 23;8355 Aadorf;K212;priv;P;;Arzt, BGs;1;;19275;350;0;0;0;;;0;83.6364;0;99.4845;4.7;19.08;15.87;62.35;1.34;5.45;4.53;17.81;0;1;7987245;685806;1855871;10608022;10689574;305903;0;395108;;;;;;;;;;;;;;;;;;;;;;;19275;350;55;55.1;95.8;257335;0;10341668;5248463;580109;4469512;494012;0;0;159943;0;11379729;3841290;49.8;3271185;49.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Schloss Mammern;;8265 Mammern;K221;priv;A, R;;BGs;1;CT;37383;1943;0;0;0;;;3.6652;72.1851;78.8014;99.4552;6.08;42.4;35.7;193.08;0.31;2.18;1.84;9.94;9;0;19475152;4285947;7441760;31289208;30484558;2889517;0;2084867;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;37383;1943;112;19.2;91.4;1143773;1143773;29826987;4609620;698293;22672717;3623293;0;0;725137;714394;30757674;4142275;70;22561516;83;0;;;;;;;;;;;;;;;;;;;;;;
TG;Rehaklinik Zihlschlacht AG Neurologisches Rehabilitationszentrum;Hauptstrasse 2­4;8588 Zihlschlacht;K221;priv;R;;Arzt, BGs;1;;34114;805;0;0;0;;;1.4558;62.7563;31.5789;92.8331;12.97;111.5;68.22;256.26;1.61;13.85;8.47;31.83;5;0;21258889;3683808;8932305;34411130;35266474;1518516;0;2411070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34114;805;100;42.4;93.5;1180349;0;30308461;18864988;519831;9513653;252381;0;0;1415293;1412247;34883444;18393157;50;13025767;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;kneipp­hof Dussnang AG Rehabilitationsklinik;Kurhausstrasse 34;8374 Dussnang;K221;priv;R;;BGs;1;;24401;1704;0;0;0;;;0.0751;81.9684;29.2793;95.1201;5;27.65;26.03;132.83;0.29;1.62;1.53;7.8;0;0;9733241;1840153;3949248;15880492;11240680;4819357;0;179545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24401;1704;65;14.3;102.6;7443066;8117919;9287775;5182853;695402;2930661;380546;0;0;7291252;6805003;8768785;5024976;49.5;2749825;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Klinik St. Katharinental;St. Katharinental;8253 Diessenhofen;K221;oeff;R;;Arzt, BGs;1;;18024;934;0;0;0;;;0.2081;23.5662;22.1644;92.82;8.92;33.53;20.35;106.28;0.96;3.59;2.18;11.38;0;0;11791954;1486984;3056103;16335041;13396647;1314383;617835;-1001150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18024;934;57;19.3;86.6;2177040;1950158;12735754;8873768;644660;2367842;186593;0;103880;2002173;1786869;12201994;7573593;51.6;2295573;56;0;;;;;;;;;;;;;;;;;;;;;;
TG;Perlavita AG;Seestrasse 78;8267 Berlingen;K221;priv;R;;;1;;7111;341;0;0;0;;;0.5319;14.9733;21.8085;98.9362;1.32;13.02;0;14.5;0.39;3.82;0;4.25;0;0;1804007;613226;1957093;4374326;3508676;415066;0;-450584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7111;341;25;20.9;77.7;0;0;3741705;3741705;785228;0;0;0;0;0;0;3511825;3508676;52.9;0;;0;;;;;;;;;;;;;;;;;;;;;;
TG;Bindersgartenklinik AG Nachbehandlungsklinik;Im Bindersgarten 3;8274 Tägerwilen;K221;priv;R;;BGs;1;;2587;153;0;0;0;;;0;5.4545;1.8182;99.0909;0;16.72;1.03;25.34;0;10.93;0.67;16.56;1;0;1315011;0;28919;1343930;1018478;3596;321856;-321856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2587;153;12;16.9;58.9;0;0;13508;8086;0;0;0;12911;0;0;0;538831;538831;100;0;;483243;;;;;;;;;;;;;;;;;;;;;;
TG;Herz­Neuro­Zentrum Bodensee AG;Weinbergstrasse 1;8280 Kreuzlingen;K231;priv;A;NF, IPS;Arzt, BGs;1;;8380;1747;0;2;0;2.1060709788;1.9971480252;3.3086;5.9587;12.664;94.3525;40.21;92.18;36.83;214.68;2.3;5.28;2.11;12.29;0;0;18216435;2235166;15120752;35872019;35722139;1310394;0;1293679;8380;1747;28;4.8;82;1432104;1395023;34121710;30135783;1323386;3719641;161808;0;18540;1795237;1779789;35218095;30747018;52;3861600;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Venenklinik Bellevue;Brückenstrasse 9;8280 Kreuzlingen;K231;priv;A;;;1;;1718;554;0;2;0;0.6895577617;0.6614075812;12.6354;35.7438;25.9928;94.2238;5.01;8.95;2.5;28.36;0.9;1.62;0.45;5.12;0;0;3967443;1156704;1561962;6686109;6825406;149877;0;289174;1718;554;8.5;3.1;55.3;3214289;3180740;3452986;2269905;415028;1087463;169284;0;0;3338124;3169490;4900486;2197473;55;1422797;80.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;9;MRI, CT, PET, CC, LB, Lito;284790;36916;1665;22;9;0.9381701579;0.9495956333;3.9315;4.6819;18.9528;91.2767;491.13;1522.06;353.71;3591.64;1.33;4.12;0.96;9.73;141;0;407013984;37858743;166633549;620563443;400603304;27248079;186370771;15439420;257008;35656;860;7.2;81.7;164459500;0;360093500;266811700;9509000;72210100;2546900;0;0;166900100;0;376187300;248066000;48.5;94425600;63.8;0;;;;;;;;;;;;;;;;;;;;;;;27782;1260;86;22;88.3;0;0;17387800;11394300;574000;4419100;217100;0;0;0;0;15771800;8496800;46.4;5294900;67.4;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Luganese SA Sede Moncucco;Via Moncucco 10;6900 Lugano;K122;priv;A;NF;MSt, Arzt, BGs;1;MRI, CT, LB, Lito;33270;4880;0;5;0;0.9849717776;0.9774077506;1.9502;0.7406;33.3402;95.8506;40.38;168.55;42.33;374.61;0.83;3.45;0.87;7.68;6;0;40620742;6113620;20152220;66886582;55282871;1409183;0;598408;33270;4880;104;6.8;87.6;25169055;24413625;40710457;24935618;764334;15046186;439795;0;0;22927424;22162631;45976097;24856659;45;20373974;66.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Chiara SA;Via Stefano Franscini 4;6600 Locarno;K122;priv;A;NF;MSt, Arzt, BGs;1;MRI, CT;25308;3548;233;3;2;0.8096992672;0.8105082582;2.1229;4.5104;16.8715;95.2235;18.43;97.88;15.53;215.59;0.52;2.76;0.44;6.08;0;0;18604359;500215;13017708;32141809;31293004;1102831;0;-68242;25308;3548;92.3;7.1;74.9;7774597;7161430;24855851;23636950;1484280;0;0;0;0;7445246;6179482;24551620;22989127;52.1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Salus Medica Clinic SA Clinica Sant'Anna;Via Sant'Anna 1;6924 Sorengo;K122;priv;A;NF;BGs;1;MRI, CT;15155;3711;720;5;4;0.6890653753;0.6460640546;4.2716;1.3043;28.0832;88.4118;16.85;108.05;15.05;208.82;0.45;2.91;0.41;5.63;60;0;19103864;3953287;17473837;40530988;36056033;396818;0;172917;15155;3711;80;4.1;51.9;7298700;0;33920153;21521322;2255427;6797305;712355;0;0;7127111;0;32142035;16822794;45.9;5313321;45.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Luganese SA Sede San Rocco;Via Soldino 30;6900 Lugano;K123;priv;A;;MSt, Arzt, BGs;1;;22474;1502;0;0;0;1.0602940781;1.1694298116;3.3465;0.2037;26.7717;96.916;0.66;49.43;7.39;86.36;0.04;3.29;0.49;5.75;43;1;10391323;854812;4089760;15335895;17291187;19214;0;1981120;22474;1502;80;15;77;0;0;15350890;10824057;222882;4327647;93620;0;0;0;0;17370137;10371129;45;6726095;69.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Ospedale Malcantonese Fondazione Giuseppe Rossi;;6980 Castelrotto;K123;priv;A, P;NF;MSt, Arzt, BGs;1;;16181;703;0;0;0;0.8283738938;0.9346307522;1.0695;1.6216;15.9091;98.7968;6.72;27.42;5.24;59.16;0.96;3.9;0.75;8.42;2;2;5562904;504062;1110182;7177148;6676288;495710;50030;239554;6391;452;30;14.1;58.2;76223;20454;2928506;2928506;169913;0;0;0;0;403602;390060;2923245;2923245;44.1;0;;0;9790;251;26;39;102.9;0;0;3407756;3407756;205045;0;0;0;0;0;0;3362981;3362981;53.7;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica fondazione G. Varini;Via Consiglio Mezzano 38;6644 Orselina;K123;priv;A, R;;MSt, Arzt, BGs;1;;14849;745;0;0;0;0.8602174497;1.1748012081;0;2.4235;25.3827;97.8316;4.09;30.92;5.44;54.71;0.55;4.15;0.73;7.34;0;0;5198274;321145;1128039;6647458;3983304;29786;3042083;513961;9662;480;26.4;20.1;100;65719;34570;4460405;3362825;271016;1064291;99010;0;0;25822;25822;5740405;3546846;46.7;1988393;70.4;0;;;;;;;;;;;;;;;;;;;;;;;5187;265;14.2;19.6;100;0;0;2365898;1747042;142718;610725;56378;0;0;0;0;1276267;784470;46.1;464771;69.9;0;;;;;;;;;;;;;;;;;;;;;;
TI;Cardiocentro Ticino (CCT);Via Tesserete 48;6900 Lugano;K123;priv;A;;MSt, Arzt, BGs;1;MRI;9591;2811;0;2;0;2.3180093773;2.0482827832;3.3842;3.6567;22.9453;97.1365;51.58;111.88;18.23;273.38;1.83;3.98;0.65;9.73;3;0;30911957;3389059;33625710;67926726;61321926;1461333;0;-5143467;9591;2811;30;3.4;87.3;7216407;7216407;61276883;44217218;1659661;16839133;635915;0;0;6622931;5683338;55884481;35507183;45.1;19930967;46.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica psichiatrica cantonale;Via Agostino Maspoli;6850 Mendrisio;K211;oeff;P;;Arzt, BGs;1;;50390;1281;0;0;0;;;2.983;3.6603;0;96.5909;18.42;124.93;20.04;224.02;1.44;9.75;1.56;17.49;0;0;20784800;2156452;2941825;25883077;10553457;9443;15397877;-2807044;;;;;;;;;;;;;;;;;;;;;;;50390;1281;140;39.3;98.3;0;0;25960776;25280018;1983918;0;0;0;0;1015;0;23152718;22824906;44.8;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Croce SA;Via al Parco 27;6644 Orselina;K212;priv;P;;MSt, Arzt, BGs;1;;31343;887;0;0;0;;;1.469;1.9169;11.4376;99.3704;8.47;43.13;5.77;100.63;0.95;4.86;0.65;11.34;11;1;7990007;634446;2053081;10724576;10800278;0;60000;182744;;;;;;;;;;;;;;;;;;;;;;;31343;887;80;35.3;107;383318;0;10357191;0;0;0;0;0;0;395038;395038;10465241;8463899;47.8;972992;47.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Viarnetto;Via Ceresio 34;6963 Pregassona;K212;priv;P;;MSt, Arzt, BGs;1;;15585;338;0;0;0;;;31.9149;10.1562;60.9043;69.9468;7.9;24.29;3.52;53.29;2.34;7.19;1.04;15.77;0;0;4953131;806995;1406883;7167009;3863090;0;3303919;-3256927;;;;;;;;;;;;;;;;;;;;;;;15585;338;45;46.1;94.6;0;0;7220938;0;0;0;0;0;0;0;0;3910081;3863089;45;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
