canton;name;address1;address2;bfs_typo;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
SG;Geriatrische Klinik St. Gallen;Rorschacher Strasse 92;9000 St. Gallen;K234;oeff;R;;MSt, Arzt, BGs;1;;31145;1264;0;0;0;;;0.2237;5.6801;28.2625;97.2409;19.92;101.27;29.7;217.09;1.58;8.01;2.35;17.17;0;0;17828378;748692;4128905;22879469;10767400;1193388;10732992;-10732992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31145;1264;88;24.6;97;1359377;1359377;19567785;13146894;0;6420887;0;0;250296;796292;446680;20124841;11127642;49.3;6156940;66.7;0;;;;;;;;;;;;;;;;;;;;;;
SG;Klinik St. Georg;Klosterstrasse 19;9403 Goldach;K235;priv;A;;Arzt, BGs;1;;615;244;0;2;0;;;46.748;52.6718;11.7886;65.8537;0.08;0.38;0;0.62;0.03;0.16;0;0.25;13;0;863404;66202;509683;1441709;1210205;117072;0;3556;615;244;16.4;2.5;10.2;1434462;1144999;580673;267169;0;458001;0;0;0;2013601;1238524;477196;288989;100;495410;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Spitäler Schaffhausen;Geissbergstrasse 81;8208 Schaffhausen;K121;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT, CC, Lito;86409;8958;739;5;4;0.869;0.871;3.3925;13.1711;20.6641;95.9889;122.94;415.55;91.16;840.01;1.37;4.64;1.02;9.38;9;0;118171267;15274580;41364994;179375767;99388988;13691283;67533715;2289916;56349;7950;189;7.1;81.7;29431729;26296926;82827356;57616739;4456180;15002093;1160288;0;0;34230992;24545385;84130558;24698176;100;6731843;100;0;20672;574;62;36;91.3;5717307;5111808;12383699;11106551;893356;851439;68486;0;0;6628361;3383458;12557186;4646911;100;356238;100;0;9388;434;28;21.6;91.9;26534;26079;7616937;4889586;563626;1831704;211142;0;0;194674;86975;3164791;1488;100;5577;100;0;;;;;;;;;;;;;;;;;;;;;;
SH;Hirslanden Klinik Belair;Rietstrasse 30;8200 Schaffhausen;K231;priv;A;;BGs;1;;7127;1147;0;2;0;1.019;0.989;4.4503;19.5434;37.8709;91.623;1.25;31.87;16.94;69.14;0.11;2.78;1.48;6.03;25;0;7190106;1065099;7375951;15631496;14799994;778667;37440;164379;7127;1147;28;6.2;69.7;4573199;0;9949828;0;0;0;0;0;0;5766836;0;9849272;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;K112;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;8;MRI, CT, PET, CC, Lito;221439;25550;1135;17;7;0.872;0.9;0.5737;11.7962;19.5463;94.9606;361.49;1241.35;132.55;2430.66;1.41;4.86;0.52;9.51;21;0;305285536;58518504;105263943;471267983;227230725;21932904;226030912;3927027;132364;22281;403.1;5.9;90;103074828;91814534;244365340;177904640;18668820;55224140;5694430;11866732;3099361;95087398;64493751;273588133;66210220;100;18878670;100;11015456;65177;2199;196.2;29.6;91;19853423;17563346;39070737;35612984;4377140;1064083;123351;2554610;563971;15438877;8658285;42648288;14105866;100;469487;100;3185653;23898;1070;71.2;22.3;92;2222227;1998164;20603163;15616163;1956028;4261981;520266;0;19060;1954481;1326960;21309352;4371993;100;552928;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
SO;Privatklinik Obach;Leopoldstrasse 5;4500 Solothurn;K123;priv;A;;Arzt, BGs;1;;13408;3251;454;3;2;0.803;0.745;0;15.4798;28.6663;91.7622;0;46.1;12.9;91.72;0;1.42;0.4;2.82;43;0;8107794;1210395;7150714;23198457;19575543;3924354;0;301440;13408;3251;40;4.1;91.8;2319348;0;20879109;0;0;0;0;0;0;2349987;0;21149910;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SO;Klinik Pallas;Louis Giroud­Strasse 20;4600 Olten;K235;priv;A;;MSt, Arzt, BGs;1;Lito;2258;946;0;3;0;;;0.3233;39.7838;18.4267;89.6552;1.6;17.43;0.38;26.89;0.17;1.84;0.04;2.84;25;0;3337213;1013131;11975284;16897019;18063601;64271;105000;1335853;2258;946;6.8;2.4;91.5;8857665;8857665;7375458;4600370;341181;0;0;0;92505;12450350;12386079;5782522;3931987;97.3;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Schwyz;Waldeggstrasse 10;6430 Schwyz;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;33456;5905;395;4;2;0.809;0.824;0.8562;7.7723;18.0117;91.7552;49.97;246.29;29.42;443.01;0.85;4.17;0.5;7.5;16;0;44011502;5179641;24098957;73425628;44324687;3495577;28206131;2600767;33456;5905;110;5.7;83.3;16584696;16584696;53702202;37601511;4676194;13358391;1786526;274430;607576;14556286;0;53597991;34901751;45.3;16204737;75.5;246144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Spital Lachen;Oberdorfstrasse 41;8853 Lachen SZ;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;28181;5500;390;4;2;0.795;0.795;0.5208;10.1672;21.9086;92.1539;69.64;196.88;57.85;452.74;1.27;3.58;1.05;8.23;29;0;48140004;4232327;24182145;76554476;48051483;7255689;21247304;-227432;28181;5500;102.4;5.1;75.4;25667010;23115232;50902689;34822801;2227099;15820871;674624;0;0;22249984;18809517;47837475;29172396;53.5;8836794;53.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Regionalspital Einsiedeln;Spitalstrasse 28;8840 Einsiedeln;K123;oeff;A;NF;Arzt, BGs;1;CT;12044;3032;160;2;2;0.772;0.742;1.1198;9.2796;18.3204;83.7636;8.09;82.24;24.3;165.33;0.27;2.71;0.8;5.45;21;0;16728963;3400135;12949524;33078622;20929117;2347205;10907967;1105667;12044;3032;49;4;67.3;5927527;5076314;24675800;16180317;1211822;4336218;324539;0;0;4904804;4220614;25817981;14186905;53.1;3801406;53.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ;Aeskulap­Klinik;Gersauerstrasse 8;6440 Brunnen;K123;priv;A;;BGs;1;;3171;170;0;0;0;0.818;1.615;6.6265;83.871;42.1687;98.7952;20.65;13.21;34.95;117.36;12.15;7.77;20.56;69.04;2;1;11037268;1270239;6450767;18758274;16403309;455254;1865206;-1690173;3171;170;19.6;18.7;44.4;14175238;11084134;4095187;2305456;303368;1623228;213596;0;0;13631090;10248327;3102323;1542357;100;1085945;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Kantonsspitäler Frauenfeld & Münsterlingen;Waldeggstrasse 8a;8500 Frauenfeld;K112;oeff;A;NF, IPS;Arzt, BGs;2;MRI, CT, PET, CC, LB;175334;25301;1821;15;10;0.849;0.873;0.8962;5.789;15.3172;94.4742;310.22;894.01;286.34;1906.23;1.23;3.53;1.13;7.53;37;2;200613586;30304270;97782668;328700524;210947402;17663714;105380497;5291089;175334;25301;515;6.9;93.3;92493839;79126365;215843204;156582335;12178528;47800032;3773390;0;0;106962936;79389326;218257155;67947262;100;38666141;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Seeschau AG;Bernrainstrasse 17;8280 Kreuzlingen;K123;priv;A;;BGs;1;;6520;1078;38;3;2;0.838;0.824;0.7156;5.6757;56.2612;80.322;3.6;23.35;7.5;56.95;0.33;2.17;0.7;5.28;18;0;5316835;2626456;9229610;17172901;17420660;66598;0;314356;6520;1078;20;6;89.2;5615210;5104084;11281894;2842739;390283;4013494;551017;0;0;4611150;4191776;12729679;2239418;100;3126450;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Psychiatrische Klinik Münsterlingen;Postfach;8596 Münsterlingen;K211;oeff;P;;Arzt, BGs;1;;88992;2278;0;0;0;;;0.495;7.4129;0;0;56.53;192.72;29.5;417.46;2.48;8.46;1.29;18.33;0;0;41465086;4881338;14269793;60616217;26691400;3003985;30304530;-616301;;;;;;;;;;;;;;;;;;;;;;;88992;2278;230;39.1;106;7040451;6574132;44472978;42630318;3234970;0;0;0;0;9058627;5109119;44043034;19372067;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Clienia Littenheid AG Klinik für Psychiatrie und Psychotherapie;;9573 Littenheid;K211;priv;P;;Arzt, BGs;1;;67520;1301;0;0;0;;;1.6271;56.2371;10.4407;98.7119;28.52;166.14;35.43;326.94;2.19;12.77;2.72;25.13;0;0;33893556;4415305;7900124;46208985;40386857;2563848;3600000;341721;;;;;;;;;;;;;;;;;;;;;;;67520;1301;203.5;51.9;90.9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Aadorf AG Klinische Psychotherapie;Fohrenbergstrasse 23;8355 Aadorf;K212;priv;P;;Arzt, BGs;1;;18726;276;0;0;0;;;1.5198;80.2469;40.1216;100;3.73;18.14;15.84;59.5;1.35;6.57;5.74;21.56;0;1;6917723;698566;1779324;9581619;10329780;181867;0;932208;;;;;;;;;;;;;;;;;;;;;;;18726;276;55;67.8;93.3;269480;269480;9422975;5025545;602050;3685057;441462;0;0;184795;0;10493471;4808188;100;3423493;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Klinik Schloss Mammern;;8265 Mammern;K221;priv;A, R;;Arzt, BGs;1;CT;39799;2252;0;0;0;;;3.8889;71.9075;85.0556;99.8889;5.93;52.84;36.24;223.07;0.26;2.35;1.61;9.91;8;0;19436354;3597480;7311838;30345672;28143826;3060956;0;717015;6010;517;19;11.6;86.7;1214613;1214613;1235074;144919;19783;925943;157768;967805;0;580820;489558;1081738;113077;100;852118;100;1522351;;;;;;;;;;;;;;;;;;;;;;;33789;1735;106;19.5;87.3;213795;213795;27714735;2761490;462329;24115721;4122811;0;0;118030;110820;27581066;2189330;100;23186085;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;Rehaklinik Zihlschlacht AG Neurologisches Rehabilitationszentrum;Hauptstrasse 2­4;8588 Zihlschlacht;K221;priv;R;;Arzt, BGs;1;;33781;724;0;0;0;;;2.0025;63.3461;32.1652;7.7597;13.84;114.94;67.85;261.04;1.91;15.88;9.37;36.06;5;0;20145746;4100442;7810418;32679370;34114876;1390614;0;2892219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33781;724;100;46.7;92.6;1054740;1054740;29494994;19872586;608389;9622408;282202;0;0;1152312;1149832;33568982;19901384;100;13511391;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;kneipp­hof Dussnang AG Rehabilitationsklinik;Kurhausstrasse 34;8374 Dussnang;K221;priv;R;;BGs;1;;21759;1330;0;0;0;;;0.07;77.9412;35.7593;99.5801;5;26.65;25.03;130.83;0.38;2;1.88;9.84;0;0;9606972;1671832;4761599;16040403;9085210;6118992;0;9041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21759;1330;65.2;16.4;91.5;6894520;6871150;9521039;6094087;34232;1797422;0;0;0;5661808;5661808;7818689;5394895;100;2032861;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;Spital Thurgau AG Klinik St. Katharinental;St. Katharinental;8253 Diessenhofen;K221;oeff;R;;Arzt, BGs;1;;19172;1012;0;0;0;;;0.4808;21.5459;22.1154;92.0192;8.91;35.51;19.74;104.9;0.88;3.51;1.95;10.37;0;0;11008518;1620973;3113992;15743483;9373392;1233357;5259618;127387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19172;1012;60;18.9;87.5;1858095;1693906;12565688;8726214;755714;2607537;253249;0;0;1853486;1695705;12657834;3882050;100;1478350;100;0;;;;;;;;;;;;;;;;;;;;;;
TG;Perlavita AG;Seestrasse 78;8267 Berlingen;K221;priv;R;;;1;;2659;132;0;0;0;;;0;27.2727;28.7879;100;0;8.96;0;8.96;0;6.79;0;6.79;0;0;557826;278216;414435;1268757;764977;147;0;-503633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2659;132;10;20.1;72.8;0;0;1268757;1268757;278215;0;0;0;0;0;0;765124;764977;100;0;;0;;;;;;;;;;;;;;;;;;;;;;
TG;Bindersgartenklinik AG Nachbehandlungsklinik;Im Bindersgarten 3;8274 Tägerwilen;K221;priv;R;;BGs;1;;4370;204;0;0;0;;;0;1.7751;9.4675;98.2249;0;13.37;1.16;21.68;0;6.55;0.57;10.63;1;0;1606054;223074;156498;2030832;2029501;7650;0;6315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4370;204;12;21.4;99.8;0;0;217130;0;0;0;0;271968;0;0;0;989567;985895;100;0;;1072031;;;;;;;;;;;;;;;;;;;;;;
TG;Herz­Neuro­Zentrum Bodensee AG;Weinbergstrasse 1;8280 Kreuzlingen;K231;priv;A;NF, IPS;Arzt, BGs;1;;10943;1868;0;2;0;1.809;1.738;3.4295;3.7768;18.6717;95.9717;40.32;83.46;39.92;207.53;2.16;4.47;2.14;11.11;0;0;16222921;2442333;16287050;35143661;28590350;7383248;0;976499;10943;1868;34;5.9;88.2;1378094;1341929;33562092;29651671;1309037;3655442;160053;0;0;0;1794471;607585;25777097;100;7417594;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TG;Venenklinik Bellevue;Brückenstrasse 9;8280 Kreuzlingen;K231;priv;A;;;1;;1447;526;0;2;0;0.623;0.548;13.6882;29.5154;24.3346;93.9163;4.75;9.09;2.3;27.07;0.9;1.73;0.44;5.15;1;0;3603295;901318;1577750;6082363;6020560;69014;0;9591;1447;526;0.6;2.8;640.3;3175388;3229968;2904981;2039138;329827;848625;114411;0;0;3298579;3237018;2778402;1629912;100;1171159;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;EOC Ente ospedaliero cantonale;Viale Officina 3;6500 Bellinzona;K112;oeff;A, R;NF, IPS;Arzt, BGs;9;MRI, CT, PET, CC, LB, Lito;286350;37366;1729;22;9;0.824;0.904;4.3147;4.6843;19.606;93.603;484.07;1550.51;339.49;3563.18;1.3;4.15;0.91;9.54;142;0;381336447;28303630;152872418;562512495;380591429;17289079;176037544;11405557;260977;36417;864;7.2;82.8;157542000;0;371494100;268996200;23953700;77760700;6518300;0;0;155439900;0;360772600;101097700;95.1;81724600;66.7;0;;;;;;;;;;;;;;;;;;;;;;;25373;949;84;26.7;82.8;0;0;16110800;10960100;719200;3541600;231200;0;0;0;0;16313100;5121000;97.3;2158200;45.4;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
TI;Clinica Luganese SA Sede Moncucco;Via Moncucco 10;6900 Lugano;K122;priv;A;NF;MSt, Arzt, BGs;1;MRI, CT, LB, Lito;43681;5221;0;5;0;0.835;0.9;2.434;0.7735;33.566;95.9623;32.74;153.91;39.52;338.44;0.63;2.95;0.76;6.48;0;0;39241177;6464616;18284614;64385913;65221845;2080929;0;2916071;43681;5221;104;8.4;115.1;22280621;20990723;40678924;26672082;627151;12866829;333354;0;0;21207492;20110323;43229538;23355021;100;19239920;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Chiara SA;Via Stefano Franscini 4;6600 Locarno;K122;priv;A;NF;MSt, Arzt, BGs;1;MRI, CT;26219;3606;295;3;2;0.69;0.766;2.1082;4.5055;16.81;94.0083;13.06;94.37;13.74;188.3;0.36;2.62;0.38;5.22;49;0;15914913;1947147;10880344;28930319;25757663;1370590;0;660112;26219;3606;71.8;7.3;100;7520470;7077733;20990639;16730706;868237;190002;0;0;0;6015068;5252198;19427314;13452126;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Salus Medica Clinic SA Clinica Sant'Anna;Via Sant'Anna 1;6924 Sorengo;K122;priv;A;NF;MSt, BGs;1;MRI, CT;21791;4034;897;5;4;0.652;0.656;4.5445;1.1215;30.6403;90.204;14.6;107.43;13.77;209.34;0.36;2.66;0.34;5.19;82;0;19550031;4204625;16010130;40402951;33503882;845075;1758528;-1758528;21791;4034;80;5.4;74.6;6813150;6445887;33603581;20810852;2093695;7918030;798492;0;0;7087028;6269573;29756533;15012572;100;5449501;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Luganese SA Sede San Rocco;Via Soldino 30;6900 Lugano;K123;priv;A;;MSt, Arzt, BGs;1;;21179;1293;0;0;0;0.792;1.133;3.3359;0.549;23.1994;97.4223;3;52.36;7.5;92.64;0.23;4.05;0.58;7.16;0;0;7966433;585362;2391728;10943523;8346215;27226;2570081;-2570081;21179;1293;80;16.4;72.5;0;0;10944682;8218805;160363;2412975;45564;0;0;0;0;8341446;5126219;100;2917725;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Ospedale Malcantonese Fondazione Giuseppe Rossi;;6980 Castelrotto;K123;priv;A, P;NF;MSt, Arzt, BGs;1;;17067;658;0;0;0;0.843;1.317;1.2857;1.4472;15.4286;98.4286;8.99;31.4;7.04;71.92;1.37;4.77;1.07;10.93;2;2;5852059;185062;1011473;7137835;6208932;522515;406388;-346253;8074;452;30;17.9;73.7;537850;537850;3429161;3429161;179361;0;0;0;0;468906;548539;3195975;3195975;100;0;;0;8993;206;26;43.7;94.8;0;0;3035817;3035817;186141;0;0;0;0;0;0;2544051;2544051;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica fondazione G. Varini;Via Consiglio Mezzano 38;6644 Orselina;K123;priv;A, R;;Arzt, BGs;1;;15511;762;0;0;0;0.701;1.625;0.2509;3.1447;24.9686;97.9925;3.89;29.71;5.78;52.5;0.51;3.9;0.76;6.89;3;0;4923549;300391;1049038;6272978;5777837;12703;353217;-244897;12835;610;40;21;87.9;25658;23839;5263106;3633133;319879;1399564;131373;0;0;25142;25142;4812561;2826207;96.8;1711829;100;0;;;;;;;;;;;;;;;;;;;;;;;2676;152;8;17.6;91.6;0;0;1195434;863104;69625;332331;28428;0;0;0;0;1031059;595553;96.9;435506;100;0;;;;;;;;;;;;;;;;;;;;;;
TI;Cardiocentro Ticino (CCT);Via Tesserete 48;6900 Lugano;K123;priv;A;IPS;Arzt, BGs;1;MRI;12655;2879;0;2;0;1.806;1.665;3.931;4.5944;22.7241;96.1034;46.43;112.14;15.93;261.25;1.61;3.9;0.55;9.07;3;0;29914808;3491020;33394567;66800395;64425516;1565241;0;-809638;12655;2879;30;4.4;115.6;6629513;8128337;60338506;43828010;1642530;14462506;519118;0;0;5956465;5223842;59347878;39605712;100;17516086;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica psichiatrica cantonale;Via Agostino Maspoli;6850 Mendrisio;K211;oeff;P;;Arzt, BGs;1;;51027;1218;0;0;0;;;2.7226;2.5719;0;96.8359;20.45;124.47;9.93;211.28;1.68;10.22;0.82;17.35;0;0;20777725;93366;2974384;23845475;10792616;14110;13038748;-13038748;;;;;;;;;;;;;;;;;;;;;;;51027;1218;140;41.9;99.9;0;0;23932775;23085412;0;0;0;0;0;990;0;23844485;10266311;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Santa Croce SA;Via al Parco 27;6644 Orselina;K212;priv;P;;MSt, Arzt, BGs;1;;29314;858;0;0;0;;;1.0672;2.6969;9.9253;99.4664;7.92;45.98;5.63;98.91;0.92;5.36;0.66;11.53;8;1;7926237;743093;1989010;10659340;10350591;107151;4637;-4637;;;;;;;;;;;;;;;;;;;;;;;29314;858;80;34.2;100.4;364229;364229;10369562;9160147;563103;1109302;68178;0;0;362054;334925;10095689;8072487;100;916962;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Viarnetto;Via Ceresio 34;6963 Pregassona;K212;priv;P;;MSt, Arzt, BGs;1;;15300;310;0;0;0;;;34.6591;6.087;59.6591;64.4886;7.39;23.47;3.33;51.77;2.38;7.57;1.07;16.7;0;0;4850845;843538;1420794;7115177;3433592;0;3681585;-3681585;;;;;;;;;;;;;;;;;;;;;;;15300;310;45;49.4;93.2;0;0;7224130;0;0;0;0;0;0;0;0;3433592;3433592;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Hildebrand Centro di riabilitazione Brissago;Via Crodolo 18;6614 Brissago;K221;priv;R;;Arzt, BGs;1;;34957;809;0;0;0;;;10.0111;5.3152;32.1468;87.0968;10.08;98.01;67.42;252.1;1.25;12.11;8.33;31.16;0;0;21057428;2821296;5134600;29013324;27745889;911216;0;-356219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34957;809;90;43.2;106.4;2296087;1496907;24899958;15581542;1382612;4615232;447994;0;0;1701064;1017032;25411196;13908076;100;5219649;100;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Ars Medica SA;Via Cantonale;6929 Gravesano;K231;priv;A;NF;MSt, BGs;1;MRI, CT;16742;2996;0;5;0;1.005;0.966;5.5648;3.458;31.123;69.4768;14.66;86.51;27.24;191.43;0.49;2.89;0.91;6.39;18;0;16994536;2869610;19941141;40215777;35623314;2780433;167009;-167009;16742;2996;70;5.6;65.5;7377947;7193944;33813260;17600134;1491953;8610954;729945;0;0;7776989;7535066;30828155;12565091;100;6147534;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Dr. Spinedi c/o Clinica Santa Croce;Via al Parco 27;6644 Orselina;K235;priv;A;;;1;;3744;332;0;0;0;;;91.2651;82.7586;100;3.6145;6.17;3.07;0;11.79;1.86;0.92;0;3.55;0;0;1081062;190554;403119;1761027;1759332;181295;0;265892;3744;332;15;11.3;68.4;0;0;1616301;0;0;0;0;0;0;0;0;1940627;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UR;Kantonsspital Uri;Spitalstrasse 1;6460 Altdorf UR;K122;oeff;A;NF, IPS;Arzt, BGs;1;CT;22131;3677;199;3;2;0.821;0.822;1.2478;4.6931;25.8467;92.0041;39.5;195.28;49.52;397.16;1.07;5.31;1.35;10.8;8;1;35015826;3886915;14558799;54226578;29734530;2910884;20406134;167258;22131;3677;73;6;83.1;12903727;11515216;37468957;22011942;1606770;13710693;909476;0;0;11118938;9082285;43689641;8764533;100;13206865;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;CHUV Centre Hospitalier Universitaire Vaudois;Rue du Bugnon 21;1005 Lausanne;K111;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB;406861;41916;2153;28;6;1.17;1.286;1.7668;8.5792;7.1337;90.1918;1350.87;2907.65;1400.94;8191.64;3.22;6.94;3.34;19.54;0;0;952422219;87322527;309142285;1348887031;920808816;89583101;339367136;872022;256104;34624;835;7.4;84;218285610;179433597;571301794;426186074;23271751;56569738;3079294;5978466;192260691;199219831;157639378;581772331;407313493;41.4;52883628;41.4;2495697;105884;4539;328;23.3;88.4;52951877;43764347;78347408;76122359;4789995;912648;47655;7526115;40284714;38525368;30250065;109256107;101716440;31.2;1311288;30.4;3311600;44873;2753;136;16.3;90.4;1465623;1067816;40658393;38936451;2562476;0;0;2295025;2426712;912409;657569;30633730;27239870;47.4;0;;1497600;;;;;;;;;;;;;;;;;;;;;;
